Session Number, Operation, Start Timestamp, End Timestamp, Date 1, Date 2, Days, Weeks, Months, Years, Phrase, Result of Operation, Error
155,Exit Session,27-8-2020 22:15:21,27-8-2020 22:15:21,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
156,Subtract months from date,27-8-2020 22:15:21,27-8-2020 22:15:21,28-6-1769,N.A,N.A,N.A,334,N.A,N.A,28-8-1741,N.A
156,Get date from string,27-8-2020 22:15:21,27-8-2020 22:15:21,N.A,N.A,N.A,N.A,N.A,N.A,139 DAYS AFTER,13-1-2021,N.A
156,Get date from string,27-8-2020 22:15:21,27-8-2020 22:15:21,N.A,N.A,N.A,N.A,N.A,N.A,96 MONTHS FROM NOW,27-8-2028,N.A
156,Subtract weeks from date,27-8-2020 22:15:21,27-8-2020 22:15:21,12-8-1205,N.A,N.A,170,N.A,N.A,N.A,10-5-1202,N.A
156,Subtract weeks from date,27-8-2020 22:15:21,27-8-2020 22:15:21,5-13-2249,N.A,N.A,1,N.A,N.A,N.A,29-12-2249,N.A
156,N.A,27-8-2020 22:15:21,27-8-2020 22:15:21,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
156,Get day of the week,27-8-2020 22:15:21,27-8-2020 22:15:21,16-3-1661,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
156,Get week number,27-8-2020 22:15:21,27-8-2020 22:15:21,30-9-1890,N.A,N.A,N.A,N.A,N.A,N.A,40,N.A
156,Get week number,27-8-2020 22:15:21,27-8-2020 22:15:21,14-10-1841,N.A,N.A,N.A,N.A,N.A,N.A,42,N.A
156,Get week number,27-8-2020 22:15:21,27-8-2020 22:15:21,32-1-2805,N.A,N.A,N.A,N.A,N.A,N.A,6,N.A
156,Exit Session,27-8-2020 22:15:21,27-8-2020 22:15:21,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
157,Add years to date,27-8-2020 22:15:21,27-8-2020 22:15:21,25-13-1035,N.A,N.A,N.A,N.A,87,N.A,25-1-1123,N.A
157,Get date from string,27-8-2020 22:15:21,27-8-2020 22:15:21,N.A,N.A,N.A,N.A,N.A,N.A,437 YEARS AFTER,27-8-2457,N.A
157,Get date from string,27-8-2020 22:15:21,27-8-2020 22:15:21,N.A,N.A,N.A,N.A,N.A,N.A,78 DAYS EARLIER,10-6-2020,N.A
157,Get date from string,27-8-2020 22:15:21,27-8-2020 22:15:21,N.A,N.A,N.A,N.A,N.A,N.A,LAST MONTH,27-7-2020,N.A
157,Subtract days from date,27-8-2020 22:15:21,27-8-2020 22:15:21,9-1-2095,N.A,289,N.A,N.A,N.A,N.A,26-3-2094,N.A
157,Add days to date,27-8-2020 22:15:21,27-8-2020 22:15:21,18-10-1645,N.A,195,N.A,N.A,N.A,N.A,1-5-1646,N.A
157,Get date from string,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,94 YEARS FROM NOW,27-8-2114,N.A
157,Get week number,27-8-2020 22:15:22,27-8-2020 22:15:22,7-11-1175,N.A,N.A,N.A,N.A,N.A,N.A,45,N.A
157,Add two dates,27-8-2020 22:15:22,27-8-2020 22:15:22,7-10-2209,24-5-2765,N.A,N.A,N.A,N.A,N.A,31-3-4975,N.A
157,Subtact two dates,27-8-2020 22:15:22,27-8-2020 22:15:22,30-9-1513,30-3-1007,N.A,N.A,N.A,N.A,N.A,Days: 185001	Weeks: 26428	Months: 6078,N.A
157,Exit Session,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
158,N.A,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
158,Get week number,27-8-2020 22:15:22,27-8-2020 22:15:22,23-3-2927,N.A,N.A,N.A,N.A,N.A,N.A,13,N.A
158,Subtract days from date,27-8-2020 22:15:22,27-8-2020 22:15:22,7-1-1722,N.A,347,N.A,N.A,N.A,N.A,25-1-1721,N.A
158,Subtact two dates,27-8-2020 22:15:22,27-8-2020 22:15:22,28-7-2716,22-10-2785,N.A,N.A,N.A,N.A,N.A,Days: 25288	Weeks: 3612	Months: 830,N.A
158,Get week number,27-8-2020 22:15:22,27-8-2020 22:15:22,21-8-2897,N.A,N.A,N.A,N.A,N.A,N.A,34,N.A
158,Subtract years from date,27-8-2020 22:15:22,27-8-2020 22:15:22,15-9-2456,N.A,N.A,N.A,N.A,469,N.A,15-9-1987,N.A
158,Subtact two dates,27-8-2020 22:15:22,27-8-2020 22:15:22,21-9-1921,29-7-1522,N.A,N.A,N.A,N.A,N.A,Days: 145776	Weeks: 20825	Months: 4789,N.A
158,Get week number,27-8-2020 22:15:22,27-8-2020 22:15:22,32-8-1314,N.A,N.A,N.A,N.A,N.A,N.A,36,N.A
158,Get week number,27-8-2020 22:15:22,27-8-2020 22:15:22,32-2-2484,N.A,N.A,N.A,N.A,N.A,N.A,10,N.A
158,Get week number,27-8-2020 22:15:22,27-8-2020 22:15:22,20-11-1465,N.A,N.A,N.A,N.A,N.A,N.A,47,N.A
158,Exit Session,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
159,Subtact two dates,27-8-2020 22:15:22,27-8-2020 22:15:22,10-5-2707,31-4-2026,N.A,N.A,N.A,N.A,N.A,Days: 248738	Weeks: 35534	Months: 8172,N.A
159,Get date from string,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,TOMORROW,28-8-2020,N.A
159,Get date from string,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,412 MONTHS FROM NOW,27-12-2054,N.A
159,Add months to date,27-8-2020 22:15:22,27-8-2020 22:15:22,26-13-1885,N.A,N.A,N.A,61,N.A,N.A,26-2-1891,N.A
159,Get day of the week,27-8-2020 22:15:22,27-8-2020 22:15:22,8-5-2330,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
159,Subtract weeks from date,27-8-2020 22:15:22,27-8-2020 22:15:22,31-7-1857,N.A,N.A,393,N.A,N.A,N.A,18-1-1850,N.A
159,N.A,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
159,Add years to date,27-8-2020 22:15:22,27-8-2020 22:15:22,23-3-2472,N.A,N.A,N.A,N.A,279,N.A,23-3-2751,N.A
159,Get date from string,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,YESTERDAY,26-8-2020,N.A
159,Get day of the week,27-8-2020 22:15:22,27-8-2020 22:15:22,28-10-2768,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
159,Exit Session,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
160,Get date from string,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,NEXT WEEK,3-9-2020,N.A
160,Subtact two dates,27-8-2020 22:15:22,27-8-2020 22:15:22,27-12-1418,32-8-1122,N.A,N.A,N.A,N.A,N.A,Days: 108231	Weeks: 15461	Months: 3555,N.A
160,N.A,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
160,Subtract years from date,27-8-2020 22:15:22,27-8-2020 22:15:22,20-4-1631,N.A,N.A,N.A,N.A,137,N.A,20-4-1494,N.A
160,N.A,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
160,Add days to date,27-8-2020 22:15:22,27-8-2020 22:15:22,28-11-2604,N.A,272,N.A,N.A,N.A,N.A,27-8-2605,N.A
160,Subtract weeks from date,27-8-2020 22:15:22,27-8-2020 22:15:22,15-12-2261,N.A,N.A,430,N.A,N.A,N.A,18-9-2253,N.A
160,N.A,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
160,Subtract days from date,27-8-2020 22:15:22,27-8-2020 22:15:22,11-9-2437,N.A,446,N.A,N.A,N.A,N.A,22-6-2436,N.A
160,N.A,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
160,Exit Session,27-8-2020 22:15:22,27-8-2020 22:15:22,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
161,Get week number,27-8-2020 22:15:22,27-8-2020 22:15:22,18-12-1464,N.A,N.A,N.A,N.A,N.A,N.A,51,N.A
161,Subtract months from date,27-8-2020 22:15:22,27-8-2020 22:15:22,1-6-1459,N.A,N.A,N.A,210,N.A,N.A,1-12-1441,N.A
161,Add days to date,27-8-2020 22:15:22,27-8-2020 22:15:22,3-6-2095,N.A,263,N.A,N.A,N.A,N.A,21-2-2096,N.A
161,Get week number,27-8-2020 22:15:22,27-8-2020 22:15:22,11-8-1510,N.A,N.A,N.A,N.A,N.A,N.A,33,N.A
161,Get day of the week,27-8-2020 22:15:22,27-8-2020 22:15:22,2-7-2002,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
161,Subtact two dates,27-8-2020 22:15:23,27-8-2020 22:15:23,6-4-1671,30-1-1999,N.A,N.A,N.A,N.A,N.A,Days: 119733	Weeks: 17104	Months: 3933,N.A
161,Get date from string,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,76 YEARS BEFORE,27-8-1944,N.A
161,N.A,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
161,Get day of the week,27-8-2020 22:15:23,27-8-2020 22:15:23,31-5-2589,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
161,Get week number,27-8-2020 22:15:23,27-8-2020 22:15:23,15-9-1806,N.A,N.A,N.A,N.A,N.A,N.A,38,N.A
161,Exit Session,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
162,Subtract years from date,27-8-2020 22:15:23,27-8-2020 22:15:23,10-4-1196,N.A,N.A,N.A,N.A,87,N.A,10-4-1109,N.A
162,Get day of the week,27-8-2020 22:15:23,27-8-2020 22:15:23,20-7-2219,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
162,Get date from string,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,235 MONTHS AFTER,27-3-2040,N.A
162,Subtact two dates,27-8-2020 22:15:23,27-8-2020 22:15:23,3-7-2401,2-2-1279,N.A,N.A,N.A,N.A,N.A,Days: 409946	Weeks: 58563	Months: 13468,N.A
162,Add two dates,27-8-2020 22:15:23,27-8-2020 22:15:23,24-1-1294,10-6-1469,N.A,N.A,N.A,N.A,N.A,3-8-2763,N.A
162,Get week number,27-8-2020 22:15:23,27-8-2020 22:15:23,15-5-1150,N.A,N.A,N.A,N.A,N.A,N.A,20,N.A
162,Add days to date,27-8-2020 22:15:23,27-8-2020 22:15:23,19-11-1180,N.A,248,N.A,N.A,N.A,N.A,25-7-1181,N.A
162,Get day of the week,27-8-2020 22:15:23,27-8-2020 22:15:23,32-10-2019,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
162,Add years to date,27-8-2020 22:15:23,27-8-2020 22:15:23,17-9-2915,N.A,N.A,N.A,N.A,237,N.A,17-9-3152,N.A
162,Get day of the week,27-8-2020 22:15:23,27-8-2020 22:15:23,17-7-1752,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
162,Exit Session,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
163,Get day of the week,27-8-2020 22:15:23,27-8-2020 22:15:23,5-4-2298,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
163,Get date from string,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,117 MONTHS BEFORE,27-11-2010,N.A
163,Get date from string,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,NEXT YEAR,27-8-2021,N.A
163,Add days to date,27-8-2020 22:15:23,27-8-2020 22:15:23,8-1-2467,N.A,436,N.A,N.A,N.A,N.A,19-3-2468,N.A
163,Add two dates,27-8-2020 22:15:23,27-8-2020 22:15:23,23-8-2637,15-4-1997,N.A,N.A,N.A,N.A,N.A,7-1-4635,N.A
163,Add years to date,27-8-2020 22:15:23,27-8-2020 22:15:23,23-6-2963,N.A,N.A,N.A,N.A,251,N.A,23-6-3214,N.A
163,Subtract years from date,27-8-2020 22:15:23,27-8-2020 22:15:23,8-7-2893,N.A,N.A,N.A,N.A,359,N.A,8-7-2534,N.A
163,Get week number,27-8-2020 22:15:23,27-8-2020 22:15:23,4-8-1522,N.A,N.A,N.A,N.A,N.A,N.A,32,N.A
163,Subtract months from date,27-8-2020 22:15:23,27-8-2020 22:15:23,3-3-1919,N.A,N.A,N.A,138,N.A,N.A,3-9-1907,N.A
163,Subtract weeks from date,27-8-2020 22:15:23,27-8-2020 22:15:23,1-1-1830,N.A,N.A,327,N.A,N.A,N.A,26-9-1823,N.A
163,Exit Session,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
164,Add months to date,27-8-2020 22:15:23,27-8-2020 22:15:23,13-6-2832,N.A,N.A,N.A,183,N.A,N.A,13-9-2847,N.A
164,Get day of the week,27-8-2020 22:15:23,27-8-2020 22:15:23,12-13-2283,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
164,N.A,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
164,Get week number,27-8-2020 22:15:23,27-8-2020 22:15:23,32-11-1695,N.A,N.A,N.A,N.A,N.A,N.A,49,N.A
164,Get date from string,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,443 WEEKS AFTER,22-2-2029,N.A
164,Add years to date,27-8-2020 22:15:23,27-8-2020 22:15:23,16-3-2292,N.A,N.A,N.A,N.A,75,N.A,16-3-2367,N.A
164,Get week number,27-8-2020 22:15:23,27-8-2020 22:15:23,10-9-2390,N.A,N.A,N.A,N.A,N.A,N.A,37,N.A
164,N.A,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
164,Get date from string,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,373 MONTHS BEFORE,27-7-1989,N.A
164,Add two dates,27-8-2020 22:15:23,27-8-2020 22:15:23,2-10-2693,25-4-2213,N.A,N.A,N.A,N.A,N.A,27-2-4907,N.A
164,Exit Session,27-8-2020 22:15:23,27-8-2020 22:15:23,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
165,Subtract weeks from date,27-8-2020 22:15:23,27-8-2020 22:15:23,16-8-1722,N.A,N.A,279,N.A,N.A,N.A,11-4-1717,N.A
165,Get week number,27-8-2020 22:15:24,27-8-2020 22:15:24,2-5-2350,N.A,N.A,N.A,N.A,N.A,N.A,18,N.A
165,Get week number,27-8-2020 22:15:24,27-8-2020 22:15:24,2-6-1943,N.A,N.A,N.A,N.A,N.A,N.A,23,N.A
165,Get week number,27-8-2020 22:15:24,27-8-2020 22:15:24,30-8-1403,N.A,N.A,N.A,N.A,N.A,N.A,35,N.A
165,Get day of the week,27-8-2020 22:15:24,27-8-2020 22:15:24,3-7-1410,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
165,Add days to date,27-8-2020 22:15:24,27-8-2020 22:15:24,14-5-2792,N.A,126,N.A,N.A,N.A,N.A,17-9-2792,N.A
165,Get date from string,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,401 DAYS AFTER,2-10-2021,N.A
165,Subtract months from date,27-8-2020 22:15:24,27-8-2020 22:15:24,32-11-1780,N.A,N.A,N.A,444,N.A,N.A,2-12-1743,N.A
165,Subtact two dates,27-8-2020 22:15:24,27-8-2020 22:15:24,21-7-1403,6-7-1549,N.A,N.A,N.A,N.A,N.A,Days: 53312	Weeks: 7616	Months: 1751,N.A
165,Add days to date,27-8-2020 22:15:24,27-8-2020 22:15:24,11-2-1044,N.A,163,N.A,N.A,N.A,N.A,23-7-1044,N.A
165,Exit Session,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
166,Get day of the week,27-8-2020 22:15:24,27-8-2020 22:15:24,29-10-2747,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
166,N.A,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
166,Add months to date,27-8-2020 22:15:24,27-8-2020 22:15:24,12-2-1443,N.A,N.A,N.A,60,N.A,N.A,12-2-1448,N.A
166,Add weeks to date,27-8-2020 22:15:24,27-8-2020 22:15:24,4-11-1092,N.A,N.A,274,N.A,N.A,N.A,4-2-1098,N.A
166,Get week number,27-8-2020 22:15:24,27-8-2020 22:15:24,28-7-1908,N.A,N.A,N.A,N.A,N.A,N.A,31,N.A
166,Add days to date,27-8-2020 22:15:24,27-8-2020 22:15:24,9-4-1944,N.A,464,N.A,N.A,N.A,N.A,17-7-1945,N.A
166,Get day of the week,27-8-2020 22:15:24,27-8-2020 22:15:24,8-10-2046,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
166,Subtract months from date,27-8-2020 22:15:24,27-8-2020 22:15:24,13-11-2693,N.A,N.A,N.A,224,N.A,N.A,13-3-2675,N.A
166,Get day of the week,27-8-2020 22:15:24,27-8-2020 22:15:24,16-6-1285,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
166,Get day of the week,27-8-2020 22:15:24,27-8-2020 22:15:24,24-13-2263,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
166,Exit Session,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
167,N.A,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
167,Add days to date,27-8-2020 22:15:24,27-8-2020 22:15:24,23-10-2334,N.A,150,N.A,N.A,N.A,N.A,22-3-2335,N.A
167,Add days to date,27-8-2020 22:15:24,27-8-2020 22:15:24,6-10-1817,N.A,425,N.A,N.A,N.A,N.A,5-12-1818,N.A
167,Add two dates,27-8-2020 22:15:24,27-8-2020 22:15:24,4-2-2248,21-10-2839,N.A,N.A,N.A,N.A,N.A,25-12-5087,N.A
167,Add years to date,27-8-2020 22:15:24,27-8-2020 22:15:24,6-12-2381,N.A,N.A,N.A,N.A,25,N.A,6-12-2406,N.A
167,Add days to date,27-8-2020 22:15:24,27-8-2020 22:15:24,7-3-1269,N.A,14,N.A,N.A,N.A,N.A,21-3-1269,N.A
167,Get week number,27-8-2020 22:15:24,27-8-2020 22:15:24,5-9-1635,N.A,N.A,N.A,N.A,N.A,N.A,36,N.A
167,Get week number,27-8-2020 22:15:24,27-8-2020 22:15:24,16-13-1903,N.A,N.A,N.A,N.A,N.A,N.A,3,N.A
167,N.A,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
167,Get week number,27-8-2020 22:15:24,27-8-2020 22:15:24,2-12-2728,N.A,N.A,N.A,N.A,N.A,N.A,49,N.A
167,Exit Session,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
168,Get week number,27-8-2020 22:15:24,27-8-2020 22:15:24,18-4-2125,N.A,N.A,N.A,N.A,N.A,N.A,16,N.A
168,Add two dates,27-8-2020 22:15:24,27-8-2020 22:15:24,8-1-2927,12-9-2786,N.A,N.A,N.A,N.A,N.A,20-10-5713,N.A
168,Subtract months from date,27-8-2020 22:15:24,27-8-2020 22:15:24,26-13-1472,N.A,N.A,N.A,359,N.A,N.A,26-2-1443,N.A
168,Get day of the week,27-8-2020 22:15:24,27-8-2020 22:15:24,13-6-1667,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
168,Add years to date,27-8-2020 22:15:24,27-8-2020 22:15:24,12-11-1027,N.A,N.A,N.A,N.A,425,N.A,12-11-1452,N.A
168,Add months to date,27-8-2020 22:15:24,27-8-2020 22:15:24,28-3-1786,N.A,N.A,N.A,298,N.A,N.A,28-1-1811,N.A
168,Get date from string,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,LAST YEAR,27-8-2019,N.A
168,Add two dates,27-8-2020 22:15:24,27-8-2020 22:15:24,7-10-2532,21-4-1043,N.A,N.A,N.A,N.A,N.A,28-2-3576,N.A
168,N.A,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
168,Add two dates,27-8-2020 22:15:24,27-8-2020 22:15:24,20-8-1622,22-5-2698,N.A,N.A,N.A,N.A,N.A,11-2-4321,N.A
168,Exit Session,27-8-2020 22:15:24,27-8-2020 22:15:24,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
169,Get week number,27-8-2020 22:15:25,27-8-2020 22:15:25,25-6-2798,N.A,N.A,N.A,N.A,N.A,N.A,26,N.A
169,Add two dates,27-8-2020 22:15:25,27-8-2020 22:15:25,28-2-2176,24-4-2357,N.A,N.A,N.A,N.A,N.A,23-7-4533,N.A
169,Subtract days from date,27-8-2020 22:15:25,27-8-2020 22:15:25,8-9-1053,N.A,261,N.A,N.A,N.A,N.A,21-12-1052,N.A
169,Subtract weeks from date,27-8-2020 22:15:25,27-8-2020 22:15:25,19-13-1971,N.A,N.A,368,N.A,N.A,N.A,30-12-1964,N.A
169,Add weeks to date,27-8-2020 22:15:25,27-8-2020 22:15:25,6-6-2903,N.A,N.A,109,N.A,N.A,N.A,8-7-2905,N.A
169,N.A,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
169,Subtract months from date,27-8-2020 22:15:25,27-8-2020 22:15:25,31-2-2053,N.A,N.A,N.A,359,N.A,N.A,3-4-2023,N.A
169,Subtact two dates,27-8-2020 22:15:25,27-8-2020 22:15:25,7-12-1459,16-2-2317,N.A,N.A,N.A,N.A,N.A,Days: 313075	Weeks: 44725	Months: 10286,N.A
169,Subtract weeks from date,27-8-2020 22:15:25,27-8-2020 22:15:25,8-3-1486,N.A,N.A,281,N.A,N.A,N.A,18-10-1480,N.A
169,Get date from string,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,207 DAYS EARLIER,2-2-2020,N.A
169,Exit Session,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
170,N.A,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
170,Get date from string,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,TODAY,27-8-2020,N.A
170,Add months to date,27-8-2020 22:15:25,27-8-2020 22:15:25,30-6-2620,N.A,N.A,N.A,56,N.A,N.A,28-2-2625,N.A
170,Get date from string,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,NEXT WEEK,3-9-2020,N.A
170,Get week number,27-8-2020 22:15:25,27-8-2020 22:15:25,3-10-2505,N.A,N.A,N.A,N.A,N.A,N.A,40,N.A
170,Get day of the week,27-8-2020 22:15:25,27-8-2020 22:15:25,15-13-2681,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
170,Get day of the week,27-8-2020 22:15:25,27-8-2020 22:15:25,31-13-2536,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
170,Get week number,27-8-2020 22:15:25,27-8-2020 22:15:25,7-10-1342,N.A,N.A,N.A,N.A,N.A,N.A,41,N.A
170,Subtract days from date,27-8-2020 22:15:25,27-8-2020 22:15:25,1-6-1858,N.A,67,N.A,N.A,N.A,N.A,26-3-1858,N.A
170,Get day of the week,27-8-2020 22:15:25,27-8-2020 22:15:25,27-4-1439,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
170,Exit Session,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
171,Subtract weeks from date,27-8-2020 22:15:25,27-8-2020 22:15:25,17-1-1863,N.A,N.A,156,N.A,N.A,N.A,21-1-1860,N.A
171,Subtract days from date,27-8-2020 22:15:25,27-8-2020 22:15:25,26-5-1342,N.A,371,N.A,N.A,N.A,N.A,20-5-1341,N.A
171,N.A,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
171,Get week number,27-8-2020 22:15:25,27-8-2020 22:15:25,5-9-2166,N.A,N.A,N.A,N.A,N.A,N.A,36,N.A
171,Subtract years from date,27-8-2020 22:15:25,27-8-2020 22:15:25,29-2-2083,N.A,N.A,N.A,N.A,358,N.A,1-3-1725,N.A
171,N.A,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
171,Get week number,27-8-2020 22:15:25,27-8-2020 22:15:25,8-2-1264,N.A,N.A,N.A,N.A,N.A,N.A,6,N.A
171,Get day of the week,27-8-2020 22:15:25,27-8-2020 22:15:25,7-8-2458,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
171,Subtact two dates,27-8-2020 22:15:25,27-8-2020 22:15:25,12-4-1699,10-4-1619,N.A,N.A,N.A,N.A,N.A,Days: 29222	Weeks: 4174	Months: 960,N.A
171,Subtract months from date,27-8-2020 22:15:25,27-8-2020 22:15:25,18-10-2989,N.A,N.A,N.A,261,N.A,N.A,18-1-2968,N.A
171,Exit Session,27-8-2020 22:15:25,27-8-2020 22:15:25,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
172,Get week number,27-8-2020 22:15:25,27-8-2020 22:15:25,11-4-2942,N.A,N.A,N.A,N.A,N.A,N.A,15,N.A
172,Get day of the week,27-8-2020 22:15:25,27-8-2020 22:15:25,27-4-2513,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
172,Add two dates,27-8-2020 22:15:25,27-8-2020 22:15:25,2-4-2720,22-3-2554,N.A,N.A,N.A,N.A,N.A,24-7-5274,N.A
172,Get week number,27-8-2020 22:15:25,27-8-2020 22:15:25,24-6-2514,N.A,N.A,N.A,N.A,N.A,N.A,26,N.A
172,Subtract years from date,27-8-2020 22:15:25,27-8-2020 22:15:25,9-9-1124,N.A,N.A,N.A,N.A,429,N.A,9-9-695,N.A
172,Get week number,27-8-2020 22:15:25,27-8-2020 22:15:25,5-8-2972,N.A,N.A,N.A,N.A,N.A,N.A,32,N.A
172,Add days to date,27-8-2020 22:15:25,27-8-2020 22:15:25,17-4-1385,N.A,393,N.A,N.A,N.A,N.A,15-5-1386,N.A
